类型,离散分布
[1],匀称,84,大叔,35,天然呆,14,帝王攻,21,忠犬攻,7,暖男,63,熊,7,爷们,63,猴子,7,肌肉,14,腹黑,21,闷骚,21,阳光,56,
[2],匀称,98,大叔,21,天然呆,14,小清新,14,暖男,49,熊,7,爷们,21,猴子,35,肌肉,7,腹黑,14,闷骚,28,阳光,63,
[3],傲娇受,7,匀称,77,大叔,7,天然呆,28,女王受,14,小清新,14,暖男,28,熊,21,爷们,21,猴子,7,腹黑,7,闷骚,42,阳光,49,
[4],傲娇受,7,匀称,126,大叔,49,天然呆,14,小清新,14,帝王攻,7,忠犬攻,7,找男友,7,暖男,63,熊,7,爷们,70,猴子,21,肌肉,14,腹黑,7,闷骚,28,阳光,77,
