类型,离散分布
[1],匀称,126,大叔,42,天然呆,35,小清新,14,帝王攻,14,忠犬攻,7,找男友,7,暖男,63,熊,21,爷们,63,猴子,21,肌肉,14,腹黑,21,闷骚,49,阳光,70,
[2],傲娇受,7,匀称,105,大叔,42,天然呆,21,女王受,7,小清新,21,帝王攻,7,暖男,70,熊,7,爷们,42,猴子,28,肌肉,14,腹黑,14,闷骚,35,阳光,70,
[3],傲娇受,7,匀称,119,大叔,14,天然呆,7,女王受,7,小清新,7,帝王攻,7,暖男,42,熊,7,爷们,42,猴子,14,肌肉,7,腹黑,14,闷骚,21,阳光,70,
[999],匀称,35,大叔,14,天然呆,7,忠犬攻,7,暖男,28,熊,7,爷们,28,猴子,7,闷骚,14,阳光,35,
