类型,连续分布
(负无穷,26.0],傲娇受,14,匀称,196,天然呆,49,女王受,7,小清新,35,帝王攻,7,忠犬攻,7,找男友,7,暖男,112,熊,14,爷们,42,猴子,56,肌肉,14,腹黑,28,闷骚,77,阳光,154,
(26.0,36.0],匀称,140,大叔,70,天然呆,21,女王受,7,小清新,7,帝王攻,14,暖男,63,熊,28,爷们,112,猴子,7,肌肉,21,腹黑,21,闷骚,35,阳光,84,
(36.0,正无穷],匀称,49,大叔,42,帝王攻,7,忠犬攻,7,暖男,28,爷们,21,猴子,7,闷骚,7,阳光,7,
